HIP,HD,RAdeg,DEdeg,RAhms,DEdms,Plx,e_Plx,distance_Plx,Vmag,MV,MV_error,VTmag,MVt,MVt_error,B_minus_V,BT_minus_VT
HIP 106803,\N,324.48288667,-63.71168532,21 37 55.89,-63 42 42.1,47.58,5.17,21.0172,10.63,9.01712218850624,0.23688547877505162,10.83,9.217122188506238,0.23688547877505162,1.42,1.559
HIP 114954,\N,349.25011153,-23.39570599,23 17 00.03,-23 23 44.5,47.58,1.99,21.0172,10.86,9.247122188506236,0.09087331675797117,11.009,9.396122188506238,0.09087331675797117,1.395,1.546
HIP 104887,202444,318.69727757,38.04432043,21 14 47.35,+38 02 39.6,47.8,0.61,20.9205,3.74,2.1371394830605954,0.0277127632448515,3.784,2.181139483060596,0.0277127632448515,0.393,0.431
HIP 107427,\N,326.37365017,-21.55829512,21 45 29.68,-21 33 29.9,47.82,32.04,20.9118,10.95,9.34804785889878,1.7605557674622938,11.143,9.541047858898782,1.7605557674622938,0.448,0.476
HIP 67808,\N,208.36522264,12.94418695,13 53 27.65,+12 56 39.1,47.95,1.77,20.8551,9.78,8.183943057533412,0.08019297847112394,10.072,8.47594305753341,0.08019297847112394,1.369,1.652
HIP 95149,181321,290.37374869,-34.98322276,19 21 29.70,-34 58 59.6,47.95,1.28,20.8551,6.48,4.883943057533412,0.05798008721899883,6.552,4.955943057533411,0.05798008721899883,0.628,0.694
HIP 62951,\N,193.49471435,-18.03500059,12 53 58.73,-18 02 06.0,48.07,26.65,20.803,8.51,6.919370610643235,1.3565434918155006,8.403,6.812370610643236,1.3565434918155006,0.497,0.53
HIP 30362,256294,95.78819358,8.90723904,06 23 09.17,+08 54 26.1,48.08,13.63,20.7987,9.73,8.139822294973417,0.6329158004268538,9.605,8.014822294973417,0.6329158004268538,-0.056,-0.067
HIP 30365,\N,95.79438197,8.90720423,06 23 10.65,+08 54 25.9,48.08,13.63,20.7987,11.21,9.619822294973416,0.6329158004268542,\N,\N,\N,\N,\N
HIP 10191,13513,32.75971117,-35.67024597,02 11 02.33,-35 40 12.9,48.22,3.5,20.7383,10.15,8.566136030207176,0.15789180332497388,10.568,8.984136030207175,0.15789180332497388,1.43,1.565
HIP 115126,219834,349.77712113,-13.45844256,23 19 06.51,-13 27 30.4,48.22,5.25,20.7383,5.2,3.616136030207175,0.23736207604109305,\N,\N,\N,0.787,\N
HIP 39896,\N,122.23509144,32.82029756,08 08 56.42,+32 49 13.1,48.26,3.16,20.7211,9.9,8.317936587863837,0.14238882607220305,10.147,8.564936587863837,0.14238882607220305,1.4,1.673
HIP 19255,25893,61.89260309,38.07508767,04 07 34.22,+38 04 30.3,48.59,1.17,20.5804,7.13,5.562734495315032,0.052297055101482304,7.293,5.725734495315031,0.052297055101482304,0.865,0.968
HIP 15439,\N,49.7431538,-36.39265929,03 18 58.36,-36 23 33.6,48.81,2.61,20.4876,11.84,10.282544038282609,0.11622524187679151,\N,\N,\N,1.54,\N
HIP 45170,79096,138.07443958,14.99544127,09 12 17.87,+14 59 43.6,48.83,0.92,20.4792,6.49,4.933433621420617,0.04091728555899632,6.568,5.0114336214206165,0.04091728555899632,0.731,0.855
HIP 105712,203244,321.1684188,-68.22824529,21 24 40.42,-68 13 41.7,48.86,0.81,20.4666,6.98,5.424767313187091,0.03600191997664837,7.065,5.50976731318709,0.03600191997664837,0.723,0.814
HIP 45038,78154,137.59802574,67.13423886,09 10 23.53,+67 08 03.3,48.87,0.62,20.4625,4.8,3.24521169514086,0.027550340328361678,4.87,3.3152116951408583,0.027550340328361678,0.489,0.53
HIP 5896,7788,18.93956391,-68.87623708,01 15 45.50,-68 52 34.5,48.94,0.53,20.4332,4.25,2.698319825078853,0.023517069308228944,8.439,6.887319825078853,0.023517069308228944,0.48,\N
HIP 19832,\N,63.78948341,-4.41809253,04 15 09.48,-04 25 05.1,48.95,4.49,20.429,9.38,7.828763480695784,0.19974247776129417,9.517,7.965763480695783,0.19974247776129328,1.209,1.366
HIP 50156,\N,153.58027883,21.0752515,10 14 19.27,+21 04 30.9,48.95,1.71,20.429,10.01,8.458763480695783,0.07588824128262939,10.195,8.643763480695783,0.07588824128263028,1.247,1.48
HIP 97222,186858,296.38968002,33.60305635,19 45 33.52,+33 36 11.0,49.09,1.43,20.3707,7.68,6.1349651604993465,0.06327325968213948,7.715,6.169965160499347,0.06327325968213948,1,1.092
HIP 518,123,1.56474395,58.43668966,00 06 15.54,+58 26 12.1,49.3,1.05,20.284,5.98,4.44423459638615,0.04625539302456305,6.266,4.73023459638615,0.04625539302456305,0.687,0.736
HIP 9884,12929,31.79285757,23.46277743,02 07 10.29,+23 27 46.0,49.48,0.99,20.2102,2.01,0.482148454785416,0.04345280154540454,2.152,0.6241484547854164,0.04345280154540454,1.151,1.372
HIP 21765,\N,70.1221915,-9.19583388,04 40 29.33,-09 11 45.0,49.58,4.13,20.1694,10.27,8.746532612159013,0.1813031620437835,10.605,9.081532612159014,0.1813031620437835,1.49,1.392
HIP 59780,106549,183.8623293,-31.09394854,12 15 26.96,-31 05 38.2,49.62,3.08,20.1532,9.74,8.218283799680952,0.13496059065458876,9.971,8.449283799680952,0.13496059065458876,1.383,1.599
HIP 110778,212697,336.64228154,-16.74214759,22 26 34.15,-16 44 31.7,49.8,2.54,20.0803,5.55,4.036146713798589,0.11085000251877997,5.587,4.073146713798588,0.11085000251877997,0.618,0.683
HIP 82396,151680,252.54268738,-34.29260982,16 50 10.24,-34 17 33.4,49.85,0.81,20.0602,2.29,0.7783258132383732,0.03528680986042687,\N,\N,\N,1.144,\N
HIP 94368,\N,288.10644051,-55.86837187,19 12 25.55,-55 52 06.1,50.04,2.72,19.984,11.31,9.80658650510691,0.11815012729608743,\N,\N,\N,1.45,\N
HIP 21421,29139,68.98000195,16.50976164,04 35 55.20,+16 30 35.1,50.09,0.95,19.9641,0.87,-0.6312448415524274,0.041188783922609495,1.16,-0.3412448415524274,0.041188783922609495,1.538,1.777
HIP 67620,120690,207.83625055,-24.38977243,13 51 20.70,-24 23 23.2,50.2,0.85,19.9203,6.43,4.933518585725097,0.03677147354318411,\N,\N,\N,0.703,\N
HIP 114242,218422,347.06338007,-24.74291973,23 08 15.21,-24 44 34.5,50.3,10.82,19.8807,10.2,8.707839925279636,0.474515503925085,10.27,8.777839925279636,0.474515503925085,1.12,1.453
HIP 75718,137763,232.0398687,-9.34718625,15 28 09.57,-09 20 49.9,50.34,1.11,19.8649,6.89,5.399566056061721,0.047888858314240945,6.947,5.456566056061719,0.047888858314240945,0.788,0.936
HIP 15844,\N,51.0264225,23.78534067,03 24 06.34,+23 47 07.2,50.54,4.66,19.7863,10.38,8.898176187919482,0.20078917124992213,\N,\N,\N,1.51,\N
HIP 8796,11443,28.27041595,29.57939727,01 53 04.90,+29 34 45.8,50.87,0.82,19.658,3.42,1.9523086881567744,0.03500612588088359,3.476,2.0083086881567755,0.03500612588088359,0.488,0.526
HIP 70857,128642,217.34403747,80.81017568,14 29 22.57,+80 48 36.6,51.04,0.58,19.5925,6.88,5.419553328565531,0.024676885065735288,6.973,5.512553328565531,0.024676885065735288,0.774,0.865
HIP 41554,\N,127.09521021,35.01725479,08 28 22.85,+35 01 02.1,51.13,6.64,19.558,10.76,9.303378963632683,0.2835999044834203,10.812,9.355378963632685,0.2835999044834203,1.568,1.914
HIP 80725,148653,247.22032652,18.41311655,16 28 52.88,+18 24 47.2,51.2,1.49,19.5313,6.98,5.526349804879155,0.06321108858447255,6.978,5.524349804879154,0.06321108858447255,0.848,0.963
HIP 66125,\N,203.33191005,-77.57321542,13 33 19.66,-77 34 23.6,52.09,39.91,19.1975,9.31,7.893771787163487,2.195351347621746,9.218,7.801771787163487,2.195351347621747,0.914,1.073
HIP 83101,153026,254.72435489,-39.55909225,16 58 53.85,-39 33 32.7,52.3,2.05,19.1205,8.33,6.922508444336372,0.08515870582446716,8.497,7.089508444336372,0.08515870582446716,1.181,1.372
HIP 35389,\N,109.63692344,17.89489039,07 18 32.86,+17 53 41.6,52.47,28.98,19.0585,9.68,8.279555320991696,1.3500201796673066,9.613,8.212555320991695,1.3500201796673066,0.274,0.288
HIP 107522,206804,326.64868207,-57.70118154,21 46 35.68,-57 42 04.3,52.56,1.88,19.0259,8.77,7.373276782758621,0.07770377579973342,8.963,7.566276782758621,0.07770377579973342,1.322,1.602
HIP 68933,123139,211.67218608,-36.36869575,14 06 41.32,-36 22 07.3,53.52,0.79,18.6846,2.06,0.7025805237988338,0.03205507865290835,2.19,0.8325805237988346,0.03205507865290835,1.011,1.194
HIP 75312,137107,230.80094284,30.28824114,15 23 12.23,+30 17 17.7,53.7,1.24,18.622,4.99,3.639871428497779,0.05015092207552163,5.082,3.7318714284977794,0.05015092207552163,0.577,0.624
HIP 63942,\N,196.56428657,20.72899678,13 06 15.43,+20 43 44.4,53.78,2.38,18.5943,9.44,8.093103989436415,0.09615995031618318,9.623,8.276103989436415,0.09615995031618318,1.29,1.656
HIP 101955,196795,309.90501773,4.97185386,20 39 37.20,+04 58 18.7,53.82,2.21,18.5805,7.88,6.53471846713868,0.08921690849404085,8.086,6.740718467138679,0.08921690849404085,1.241,1.453
HIP 117042,222788,355.89463578,19.12992053,23 43 34.71,+19 07 47.7,53.88,32.4,18.5598,9.11,7.76713793525474,1.5096896485074742,9.165,7.82213793525474,1.5096896485074742,0.413,0.438
HIP 12709,16909,40.83604659,19.42928193,02 43 20.65,+19 25 45.4,53.89,1.27,18.5563,8.23,6.887540917980128,0.05118353438531997,8.351,7.008540917980128,0.05118353438531997,1.074,1.262
HIP 46651,82434,142.67547063,-40.46688763,09 30 42.11,-40 28 00.8,53.89,0.7,18.5563,3.6,2.257540917980127,0.028207759963452705,3.624,2.281540917980128,0.028207759963452705,0.371,0.382
HIP 65343,116495,200.88790539,29.23688593,13 23 33.10,+29 14 12.8,53.97,2.13,18.5288,8.88,7.54076209032607,0.08574467098406169,8.596,7.2567620903260694,0.08574467098406169,1.321,1.014
HIP 104858,202275,318.61995883,10.00771855,21 14 28.79,+10 00 27.8,54.11,0.85,18.4809,4.47,3.13638766966291,0.0341139048714294,4.549,3.215387669662909,0.0341139048714294,0.529,0.543
HIP 84084,\N,257.85253534,-38.40958029,17 11 24.61,-38 24 34.5,54.25,56.24,18.4332,12.25,10.921998712602836,\N,\N,\N,\N,\N,\N
HIP 38910,\N,119.45166348,-33.95292606,07 57 48.40,-33 57 10.5,54.62,4.31,18.3083,8.83,7.516758479018573,0.1717053094235026,8.976,7.662758479018574,0.1717053094235026,1.136,1.366
HIP 42881,\N,131.09582438,-44.4727867,08 44 23.00,-44 28 22.0,54.68,3.89,18.2882,10.65,9.339142529478924,0.1547425279984065,\N,\N,\N,1.432,\N
HIP 8903,11636,28.65978771,20.80829949,01 54 38.35,+20 48 29.9,54.74,0.75,18.2682,2.64,1.3315239653705246,0.029753493357307814,2.681,1.372523965370525,0.029753493357307814,0.165,0.18
HIP 61495,\N,188.99373219,-45.93739996,12 35 58.50,-45 56 14.6,55.29,9.42,18.0865,11.09,9.80323294969368,0.37360664922556275,11.308,10.021232949693681,0.37360664922556275,1.482,1.158
HIP 38423,64379,118.06584635,-34.70602121,07 52 15.80,-34 42 21.7,55.48,0.54,18.0245,5.01,3.730682262006237,0.021136123507515148,5.104,3.8246822620062364,0.021136123507515148,0.47,0.502
HIP 30756,257498,96.94143388,20.7832296,06 27 45.94,+20 46 59.6,55.52,33.89,18.0115,8.59,7.312247287233992,1.540823938603003,8.42,7.142247287233992,1.5408239386030038,1.029,1.202
HIP 65109,115892,200.15027321,-36.71208109,13 20 36.07,-36 42 43.5,55.64,0.74,17.9727,2.75,1.476935606600045,0.028881817713728886,2.761,1.487935606600045,0.028881817713728886,0.068,0.076
HIP 93825,177474,286.60433158,-37.06275714,19 06 25.04,-37 03 45.9,55.89,1.94,17.8923,4.23,2.9666705480795263,0.07540435821166325,\N,\N,\N,0.523,\N
HIP 54872,97603,168.52671705,20.52403384,11 14 06.41,+20 31 26.5,56.52,0.83,17.6929,2.56,1.321010765882605,0.031890510868818556,2.574,1.335010765882605,0.031890510868818556,0.128,0.169
HIP 79979,146835,244.88117762,-30.9019166,16 19 31.48,-30 54 06.9,56.82,23.38,17.5994,7.29,6.062506146934586,0.9497702487929609,7.087,5.859506146934587,0.9497702487929609,0.585,0.629
HIP 45617,79969,139.47259606,28.56175076,09 17 53.42,+28 33 42.3,57.05,1.08,17.5285,7.2,5.981278243771167,0.04111254012414545,7.319,6.100278243771169,0.04111254012414545,0.992,1.18
HIP 53947,\N,165.57518647,16.50970179,11 02 18.04,+16 30 34.9,57.46,25.52,17.4034,11.35,10.146828108279646,1.0365962967262252,\N,\N,\N,1.6,\N
HIP 17750,\N,57.00558859,68.67688918,03 48 01.34,+68 40 36.8,57.53,2.68,17.3822,9.41,8.209471870127498,0.10122998824104457,10.427,9.226471870127497,0.10122998824104457,1.53,1.369
HIP 118212,\N,359.67892108,46.72917338,23 58 42.94,+46 43 45.0,57.62,2.82,17.3551,9.57,8.372866269721971,0.10635974295654727,9.825,8.62786626972197,0.10635974295654727,1.355,1.618
HIP 117081,222834,356.03047473,-27.19631628,23 44 07.31,-27 11 46.7,58.45,47.16,17.1086,9.01,7.843922577489295,2.427527751742673,9.683,8.516922577489295,2.427527751742673,0.535,0.572
HIP 34052,53680,105.95956909,-43.56229292,07 03 50.30,-43 33 44.3,58.89,0.94,16.9808,8.67,7.520207771598343,0.03466390635607919,8.82,7.670207771598344,0.03466390635607919,1.18,1.404
HIP 54658,\N,167.83326608,43.41841593,11 11 19.98,+43 25 06.3,59.01,3.92,16.9463,10.92,9.774628073194997,0.14446239843541075,\N,\N,\N,1.632,\N
HIP 66182,\N,203.46586742,-53.43178743,13 33 51.81,-53 25 54.4,59.1,114.46,16.9205,12.96,11.817937404406278,\N,\N,\N,\N,\N,\N
HIP 53953,\N,165.58049645,16.50864841,11 02 19.32,+16 30 31.1,59.31,12.56,16.8606,11.64,10.505639620166676,0.4669150741205286,\N,\N,\N,1.454,\N
HIP 67960,121271,208.76142092,-29.09028601,13 55 02.74,-29 05 25.0,59.57,2.65,16.787,9.53,8.405138000494222,0.09666278840109488,9.728,8.603138000494223,0.09666278840109488,1.414,1.398
HIP 746,432,2.29204036,59.15021814,00 09 10.09,+59 09 00.8,59.89,0.56,16.6973,2.28,1.1667715654210449,0.020304892148341747,2.318,1.2047715654210442,0.020304892148341747,0.38,0.402
HIP 38382,64096,117.94309895,-13.89719057,07 51 46.34,-13 53 49.9,59.98,0.95,16.6722,5.16,4.050032307117542,0.03439598725818582,5.232,4.122032307117541,0.03439598725818582,0.6,0.679
HIP 11452,15285,36.9408789,4.43156925,02 27 45.81,+04 25 53.6,60.22,1.75,16.6058,8.69,7.588703755883703,0.063121005780987,8.883,7.7817037558837026,0.063121005780987,1.397,1.665
HIP 110719,212168,336.48437945,-75.01469938,22 25 56.25,-75 00 52.9,60.24,20.25,16.6003,9.35,8.249424815963222,0.759476308145199,8.845,7.744424815963223,0.759476308145199,1.12,1.289
HIP 12351,\N,39.75497757,-58.18722018,02 39 01.19,-58 11 14.0,60.51,1.3,16.5262,9.48,8.38913576466214,0.04665920627456277,9.702,8.611135764662139,0.04665920627456366,1.396,1.536
HIP 85667,158614,262.59946496,-1.06250365,17 30 23.87,-01 03 45.0,60.8,1.42,16.4474,5.31,4.229517896363675,0.05072453378164665,5.412,4.331517896363676,0.05072453378164665,0.715,0.815
HIP 108752,\N,330.45336272,16.4670778,22 01 48.81,+16 28 01.5,60.94,2.14,16.4096,10.65,9.574512249433276,0.07628589645181627,\N,\N,\N,1.498,\N
HIP 67308,120036,206.92542634,-32.42997584,13 47 42.10,-32 25 47.9,61.07,2.93,16.3747,8.13,7.0591395999793285,0.10426236637369568,8.297,7.226139599979328,0.10426236637369568,1.322,1.632
HIP 4927,\N,15.80724267,20.09773584,01 03 13.74,+20 05 51.8,61.23,5.26,16.3319,11.36,10.294821297178665,0.18700256511165136,\N,\N,\N,1.59,\N
HIP 52296,\N,160.28835164,-36.89496769,10 41 09.20,-36 53 41.9,61.3,2.42,16.3132,9.97,8.907302372592078,0.08576991449912796,10.155,9.092302372592076,0.08576991449912796,1.464,1.758
HIP 7765,10182,24.98327133,15.25944524,01 39 55.99,+15 15 34.0,61.3,36.67,16.3132,8.68,7.617302372592076,1.4990717405244602,9.124,8.061302372592078,1.4990717405244602,\N,1.384
HIP 55605,\N,170.8738494,7.02520409,11 23 29.72,+07 01 30.7,62.03,26.14,16.1212,10.37,9.333008905824832,0.9758684561475883,10.405,9.368008905824833,0.9758684561475883,1.24,1.349
HIP 110526,\N,335.87051591,32.45993621,22 23 28.92,+32 27 35.8,62.18,10.01,16.0823,10.7,9.668253588535864,0.35264051272741526,\N,\N,\N,1.57,\N
HIP 3588,4378,11.45019784,-41.90900883,00 45 48.05,-41 54 32.4,62.41,1.6,16.0231,7.89,6.866270912904415,0.05568205945779825,7.971,6.947270912904415,0.05568205945779825,1.251,1.439
HIP 169,224953,0.53502093,-68.28020594,00 02 08.41,-68 16 48.7,63.03,1.98,15.8655,9.24,8.237736535628077,0.06823624439644771,9.295,8.292736535628077,0.06823624439644771,1.39,1.506
HIP 36850,60179,113.65001898,31.88863645,07 34 36.00,+31 53 19.1,63.27,1.23,15.8053,1.58,0.5859891722957453,0.04221981373425088,\N,\N,\N,0.034,\N
HIP 94739,179930,289.17808751,-45.88834168,19 16 42.74,-45 53 18.0,63.43,2.16,15.7654,9.38,8.39147355698732,0.07397437642520188,9.553,8.56447355698732,0.07397437642520366,1.432,1.522
HIP 77349,\N,236.85350085,-10.89563601,15 47 24.84,-10 53 44.3,64.16,2.49,15.586,11.27,10.306321776380535,0.08431551330893328,\N,\N,\N,1.565,\N
HIP 2941,3443,9.33244613,-24.76722545,00 37 19.79,-24 46 02.0,64.38,1.4,15.5328,5.57,4.6137548617479744,0.04722803211527671,5.677,4.720754861747974,0.04722803211527671,0.715,0.812
HIP 69578,\N,213.62812474,-61.79940836,14 14 30.75,-61 47 57.9,64.68,46.97,15.4607,12.1,11.15385005617182,1.999100415543455,\N,\N,\N,\N,\N
HIP 34104,\N,106.07408227,-10.50682727,07 04 17.78,-10 30 24.6,64.96,2.74,15.3941,10.95,10.013230081165595,0.0916466547811492,\N,\N,\N,1.535,\N
HIP 95501,182640,291.37396941,3.11457923,19 25 29.75,+03 06 52.5,65.05,0.81,15.3728,3.36,2.426236504488025,0.027040485263161607,3.405,2.471236504488025,0.027040485263161607,0.319,0.347
HIP 31634,\N,99.29616953,-50.03829704,06 37 11.08,-50 02 17.9,66.11,1.61,15.1263,9.61,8.711335785804822,0.052893087004075134,9.855,8.956335785804823,0.052893087004075134,1.456,1.644
HIP 93017,176051,284.25612303,32.90162351,18 57 01.47,+32 54 05.8,66.76,0.54,14.979,5.2,4.322581640036045,0.017564719519818084,5.294,4.416581640036046,0.017564719519818084,0.594,0.648
HIP 28442,40887,90.08251352,-31.03118047,06 00 19.80,-31 01 52.2,66.82,24.41,14.9656,7.85,6.974532356510562,0.8316735060102118,8.671,7.795532356510562,0.8316735060102118,1.137,1.07
HIP 105199,203280,319.64408982,62.58545529,21 18 34.58,+62 35 07.6,66.84,0.49,14.9611,2.45,1.5751822061067688,0.01591921816872688,2.492,1.6171822061067687,0.01591921816872688,0.257,0.27
HIP 111766,\N,339.61911518,-65.37811571,22 38 28.59,-65 22 41.2,67.44,6.47,14.828,11.5,10.644587808083427,0.20896751814154158,\N,\N,\N,1.593,\N
HIP 35296,57095,109.37323947,-46.98066437,07 17 29.58,-46 58 50.4,67.69,0.86,14.7732,6.7,5.852622570486292,0.027589995004595913,7.437,6.589622570486292,0.027589995004595913,0.975,\N
HIP 44127,76644,134.80349479,48.04234956,08 59 12.84,+48 02 32.5,68.32,0.79,14.637,3.12,2.292739288404743,0.025110358121966048,3.159,2.3317392884047443,0.025110358121966048,0.223,0.234
HIP 52190,\N,159.93420037,-37.92011347,10 39 44.21,-37 55 12.4,68.38,3.76,14.6242,11.02,10.19464548230288,0.11952296075179802,\N,\N,\N,1.529,\N
HIP 82926,\N,254.20216085,-39.09365955,16 56 48.52,-39 05 37.2,68.71,5.02,14.5539,11.18,10.365099742704542,0.15893246254359283,\N,\N,\N,1.51,\N
HIP 64241,114378,197.49812263,17.52911621,13 09 59.55,+17 31 44.8,69.81,27.58,14.3246,4.32,3.539588190031962,0.9072332110218957,\N,\N,\N,0.455,\N
HIP 86032,159561,263.73335321,12.56057584,17 34 56.00,+12 33 38.1,69.84,0.88,14.3184,2.08,1.3005211534875665,0.027362497970900623,2.106,1.3265211534875663,0.027362497970900623,0.155,0.209
HIP 65714,\N,202.08746,-2.35910065,13 28 20.99,-02 21 32.8,70.62,2.4,14.1603,11.23,10.474638566135392,0.07382528385582532,\N,\N,\N,1.539,\N
HIP 52600,\N,161.33964291,38.51140325,10 45 21.51,+38 30 41.1,70.87,2.36,14.1103,9.16,8.412312163807584,0.07233766654366924,9.427,8.679312163807584,0.07233766654366924,1.416,1.695
HIP 66077,\N,203.1851521,16.81138664,13 32 44.44,+16 48 41.0,72.66,40.63,13.7627,11.38,10.686476967633478,1.3715865953315252,\N,\N,\N,1.54,\N
HIP 67422,120476,207.2678146,26.98012928,13 49 04.28,+26 58 48.5,73.25,1.33,13.6519,7.05,6.374038145130737,0.03943175075029037,7.357,6.681038145130736,0.03943175075029037,1.11,1.31
HIP 15220,\N,49.05558125,58.1681699,03 16 13.34,+58 10 05.4,74.29,6.3,13.4608,10.53,9.88465179174348,0.184590286495105,\N,\N,\N,1.43,\N
HIP 107711,\N,327.29637525,-41.55787029,21 49 11.13,-41 33 28.3,74.42,41.23,13.4372,11.52,10.878448328427575,1.355345961745086,\N,\N,\N,1.57,\N
HIP 97292,331161,296.59837325,32.01800544,19 46 23.61,+32 01 04.8,74.9,2.93,13.3511,9.74,9.112409088497332,0.08498881940319514,10.27,9.642409088497331,0.08498881940319425,1.517,1.681
HIP 42748,\N,130.68501499,9.55823981,08 42 44.40,+09 33 29.7,74.95,13.82,13.3422,9.62,8.993858185921491,0.40502956022628833,9.785,9.158858185921492,0.40502956022628833,1.4,1.661
HIP 55454,98712,170.36063915,-20.45350329,11 21 26.55,-20 27 12.6,76.0,1.7,13.1579,8.57,7.974067961403957,0.04858051260084739,8.897,8.301067961403957,0.048580512600846504,1.34,1.608
HIP 106811,\N,324.50030674,27.72392564,21 38 00.07,+27 43 26.1,76.07,2.53,13.1458,9.83,9.236067081275095,0.07224730126641088,10.083,9.489067081275097,0.07224730126641088,1.495,1.693
HIP 67593,\N,207.75601036,23.76362602,13 51 01.44,+23 45 49.1,76.2,107.46,13.1234,13.31,12.719774856698002,\N,\N,\N,\N,\N,\N
HIP 60444,\N,185.88679784,67.18861012,12 23 32.83,+67 11 19.0,77.01,5.72,12.9853,11.19,10.62273561695553,0.16158602403596234,\N,\N,\N,\N,\N
HIP 24608,34029,79.17206517,45.99902927,05 16 41.30,+45 59 56.5,77.29,0.89,12.9383,0.08,-0.479383463510457,0.025005768801346306,\N,\N,\N,0.795,\N
HIP 55691,99279,171.17060162,-61.64775569,11 24 40.94,-61 38 51.9,77.58,1.82,12.8899,7.22,6.66874887632019,0.05095134107969779,8.76,8.20874887632019,0.05095134107969734,1.271,1.65
HIP 95326,\N,290.91222473,-39.18916047,19 23 38.93,-39 11 21.0,77.71,57.93,12.8684,12.39,11.842384544800854,2.09040373461222,\N,\N,\N,\N,\N
HIP 73695,133640,225.94867417,47.65401409,15 03 47.68,+47 39 14.5,78.39,1.03,12.7567,4.83,4.301303322234941,0.0285335541322973,4.918,4.38930332223494,0.0285335541322973,0.647,0.713
HIP 93069,175224,284.37749732,-55.9908161,18 57 30.60,-55 59 26.9,79.14,3.01,12.6358,8.86,8.351980229650046,0.08262934494442309,9.043,8.534980229650046,0.08262934494442309,1.433,1.691
HIP 16134,21531,51.96697135,-19.80522105,03 27 52.07,-19 48 18.8,79.26,2.25,12.6167,8.39,7.885270339990855,0.061659424366119264,\N,\N,\N,1.337,\N
HIP 49969,\N,153.01828324,-2.68327061,10 12 04.39,-02 40 59.8,81.23,2.37,12.3107,10.64,10.188582266171723,0.06337376175453002,\N,\N,\N,1.566,\N
HIP 3937,\N,12.63797991,24.81682158,00 50 33.12,+24 49 00.6,83.2,9.08,12.0192,12.01,11.610616631453622,0.2379304380054883,\N,\N,\N,\N,\N
HIP 98681,\N,300.64939243,-50.04937722,20 02 35.85,-50 02 57.8,84.75,11.17,11.7994,9.92,9.5606985343756,0.2878734664892093,\N,\N,\N,\N,\N
HIP 21000,\N,67.55216585,5.29852669,04 30 12.52,+05 17 54.7,84.76,4.74,11.798,9.83,9.470954740193786,0.12156122068233444,\N,\N,\N,0.6,\N
HIP 473,38,1.41782275,45.81245496,00 05 40.28,+45 48 44.8,85.1,2.74,11.7509,8.2,7.8496478004229395,0.06993997290005716,8.299,7.94864780042294,0.06993997290005716,1.41,1.655
HIP 36626,\N,112.99117733,36.21991515,07 31 57.88,+36 13 11.7,87.61,3.87,11.4142,10.52,10.23276840167105,0.09598299844874791,10.672,10.384768401671051,0.09598299844874791,1.439,1.636
HIP 67927,121370,208.6713175,18.39858742,13 54 41.12,+18 23 54.9,88.17,0.75,11.3417,2.68,2.4066042039613755,0.018471629683297852,2.748,2.474604203961376,0.018471629683297852,0.58,0.67
HIP 69673,124897,213.91811403,19.18726997,14 15 40.35,+19 11 14.2,88.85,0.74,11.2549,-0.05,-0.3067128392933975,0.018085838370894614,0.286,0.029287160706601867,0.018085838370894614,1.239,1.343
HIP 22738,\N,73.37945078,-55.86048727,04 53 31.07,-55 51 37.8,89.47,3.55,11.1769,10.73,10.488387186716505,0.08620516705004366,\N,\N,\N,1.58,\N
HIP 57632,102647,177.26615977,14.57233687,11 49 03.88,+14 34 20.4,90.16,0.89,11.0914,2.14,1.9150695151902517,0.02143603839269348,2.143,1.9180695151902514,0.02143603839269348,0.09,0.157
HIP 84123,\N,257.96906084,-1.85097191,17 11 52.57,-01 51 03.5,92.58,5.11,10.8015,11.45,11.28258588223396,0.11997745769451829,\N,\N,\N,1.6,\N
HIP 81693,150680,250.32282132,31.60188695,16 41 17.48,+31 36 06.8,92.63,0.6,10.7956,2.81,2.643758320256889,0.01406565548571237,2.919,2.7527583202568895,0.01406565548571237,0.65,0.728
HIP 29316,\N,92.72819625,10.32031841,06 10 54.77,+10 19 13.1,92.77,4.56,10.7793,10.41,10.247037782987364,0.10682225324384742,\N,\N,\N,1.45,\N
HIP 14101,\N,45.46502827,-16.59263281,03 01 51.61,-16 35 33.5,92.97,38.04,10.7562,10.4,10.241714154794728,0.9437371190491088,\N,\N,\N,\N,\N
HIP 86400,160346,264.82092067,3.5554776,17 39 17.02,+03 33 19.7,93.36,1.25,10.7112,6.53,6.3808042151865685,0.02907565044793614,6.628,6.478804215186569,0.02907565044793614,0.959,1.123
HIP 109119,\N,331.54925776,10.09132575,22 06 11.82,+10 05 28.8,93.81,66.11,10.6598,10.2,10.061245679812975,1.9035575301140302,9.803,9.664245679812979,1.9035575301140302,0.668,0.728
HIP 46706,\N,142.82916031,-13.48883369,09 31 19.00,-13 29 19.8,94.95,4.31,10.5319,10.06,9.947474845365184,0.09863593501490975,10.321,10.208474845365183,0.09863593501490975,1.545,1.929
HIP 65026,115953,199.9399039,47.7780717,13 19 45.58,+47 46 41.1,96.41,2.02,10.3724,8.48,8.400610414305552,0.045503747539870076,8.762,8.682610414305552,0.045503747539870076,1.469,1.746
HIP 37826,62509,116.33068263,28.02631031,07 45 19.36,+28 01 34.7,96.74,0.87,10.337,1.16,1.0880304152621827,0.01952896350356026,1.325,1.2530304152621827,0.01952896350356026,0.991,1.13
